filename,column,MAE,MSE,RMSE,MAPE
00011.csv,Temperature_measured,0.007020855728020985,0.0001488953352194059,0.012202267626117938,0.08960635416435413
00011.csv,Current_load,0.002685611068314193,0.0008030626608185497,0.028338360235175036,510.87621677107273
00011.csv,Voltage_load,0.007095216672315875,0.009659836456398254,0.09828446701487603,
00011.csv,Time,0.014582082396066811,0.008074232696096615,0.08985673428350607,
00013.csv,Voltage_measured,0.0008606495306366589,7.45590018676943e-05,0.008634755460792986,0.025834162047126394
00013.csv,Current_measured,0.003175852983557398,0.0008579725804807053,0.029291168984537052,242.3607119500057
00013.csv,Temperature_measured,0.007466699226033824,0.00015821205261401557,0.012578237261795295,0.09323949549653542
00013.csv,Current_load,0.0026897018970189635,0.0008736767607056254,0.02955802362651511,675.1344329645278
00013.csv,Voltage_load,0.0070907469272202504,0.00972625752398987,0.09862179031020411,
00013.csv,Time,0.015292382135951443,0.00832608171577063,0.09124736552783663,
00017.csv,Voltage_measured,0.0008469151996422316,7.934262101586138e-05,0.008907447502840608,0.02508809920172945
00017.csv,Current_measured,0.0031596978547825437,0.0009036027569093393,0.030059985976532647,551.8131685001669
00017.csv,Temperature_measured,0.007203193461569774,0.00016653403608682448,0.012904806704744727,0.08993828940840418
00017.csv,Current_load,0.002689388753056235,0.0009134487476772617,0.030223314637499006,687.7933814180931
00017.csv,Voltage_load,0.007065281173594163,0.009678721353911983,0.09838049275091065,
00017.csv,Time,0.017098105134495455,0.008090263018032052,0.08994588938929923,
00021.csv,Voltage_measured,0.0012359966461410606,0.00015994735925871432,0.012647029661494209,0.04185262348318888
00021.csv,Current_measured,0.0037720197392076913,0.0010289993276154492,0.03207801938423645,97.23073064005672
00021.csv,Temperature_measured,0.010287153806892007,0.0002768884741341563,0.016639966169862134,0.12709129536038996
00021.csv,Current_load,0.00330031784841074,0.001041342556601469,0.03226983973622226,366.7848581980376
00021.csv,Voltage_load,0.008375916870415648,0.010122056537286072,0.10060843174051602,
00021.csv,Time,0.015956968215171095,0.008163802548900666,0.09035376333557261,
00023.csv,Voltage_measured,0.0012941377757515135,0.00014848591490194846,0.012185479674676269,0.04287261325677283
00023.csv,Current_measured,0.004006306267290159,0.001114316918543533,0.03338138580921309,83.27914479406975
00023.csv,Temperature_measured,0.009280330389631256,0.00024089515238071094,0.015520797414460087,0.11603424575283175
00023.csv,Current_load,0.0035294978401649245,0.0011278924990422536,0.033584110812142305,463.2618329659416
00023.csv,Voltage_load,0.009237031716600251,0.010305659906084026,0.10151679617720422,
00023.csv,Time,0.015177411791696703,0.008159034437927263,0.09032737369107585,
00025.csv,Voltage_measured,0.0008529496274140124,6.282514709332302e-05,0.007926231582115363,0.025782867206583668
00025.csv,Current_measured,0.003171368098436743,0.0008154679659963421,0.028556399737998173,8618.83941701191
00025.csv,Temperature_measured,0.008899367285413542,0.0002345905562427493,0.015316349311854613,0.11198913986831645
00025.csv,Current_load,0.0026804360459973618,0.000819742762053988,0.028631150204872804,643.954670905533
00025.csv,Voltage_load,0.007029769128704185,0.009091573783439543,0.09534974453788296,
00025.csv,Time,0.01496191795667572,0.008033094480252212,0.08962753193217034,
00027.csv,Voltage_measured,0.0009646693916570086,0.00010582125902318161,0.010286946049395885,0.03213650671092915
00027.csv,Current_measured,0.003155706648883116,0.0008229705348765926,0.028687463026147723,100.42863803476072
00027.csv,Temperature_measured,0.007554954610646975,0.00018905238060524276,0.013749632017084776,0.09165600999492622
00027.csv,Current_load,0.002669699602126954,0.0008332186346327661,0.028865526751347636,247.79929448236598
00027.csv,Voltage_load,0.006971259504952678,0.008883403068880996,0.09425180671414737,
00027.csv,Time,0.01501892403810078,0.0077477950865061755,0.08802156035032653,
00029.csv,Voltage_measured,0.001342497247597955,0.000177601129872214,0.013326707390507755,0.045503310689045375
00029.csv,Current_measured,0.003917870246601444,0.0011193015826500095,0.03345596482916028,108.63907972217895
00029.csv,Temperature_measured,0.007583534727369673,0.00021270507115990795,0.014584411923691266,0.09426080903795109
00029.csv,Current_load,0.003533270234302344,0.0011350483446067232,0.033690478545231786,427.2817239775577
00029.csv,Voltage_load,0.009308184393350181,0.009503291339948743,0.09748482620361357,
00029.csv,Time,0.015045119218176849,0.007859223032727953,0.08865225903905638,
00033.csv,Voltage_measured,0.001067770485383097,9.29894875314078e-05,0.009643105699483326,0.03387589964577319
00033.csv,Current_measured,0.0035664873657360787,0.0009703421483383588,0.03115031538104163,213.33259157782027
00033.csv,Temperature_measured,0.011088564366661804,0.0003414817533355667,0.018479224911655972,0.13847175252990623
00033.csv,Current_load,0.0031341192185598537,0.0009834463094009732,0.03135994753504816,465.09441398780353
00033.csv,Voltage_load,0.007905695568816016,0.009456944696452698,0.09724682358027278,
00033.csv,Time,0.016139962822763653,0.00824443433415322,0.0907988674717544,
00037.csv,Voltage_measured,0.0010561580198420856,0.00013089344222608345,0.011440867197292495,0.03553068612995901
00037.csv,Current_measured,0.0033058663553612888,0.0009151952704423426,0.03025219447316744,65.92595733721457
00037.csv,Temperature_measured,0.007975448281107538,0.00019646476381573409,0.014016588879457587,0.09983807404169623
00037.csv,Current_load,0.002860952321685172,0.0009264059079475469,0.03043691686008205,263.4999952728999
00037.csv,Voltage_load,0.008494148712998566,0.00918276801838616,0.09582676045023206,
00037.csv,Time,0.016340650572128936,0.008707098308794601,0.09331183370181191,
00039.csv,Voltage_measured,0.0013327925926969705,0.00017258715624592856,0.013137243099141029,0.04466141042308523
00039.csv,Current_measured,0.003971846069750462,0.0011261518961692967,0.033558186723500076,100.48441866191513
00039.csv,Temperature_measured,0.009613761997171134,0.00024260650064577693,0.015575830656686562,0.119425479133482
00039.csv,Current_load,0.0035503453463378546,0.0011469867502182703,0.0338671928305,436.3456216821686
00039.csv,Voltage_load,0.008960693519086224,0.009754953646223107,0.09876716886811683,
00039.csv,Time,0.01577897765995966,0.008651791501181852,0.09301500686008603,
00041.csv,Voltage_measured,0.0008922720054826411,5.541608862765864e-05,0.007444198320011272,0.027947827881866276
00041.csv,Current_measured,0.003095974776867356,0.0007383675761677076,0.02717291990507659,120.00041530815679
00041.csv,Temperature_measured,0.010142493897260161,0.00030068337987656786,0.01734022433178325,0.12853368119920372
00041.csv,Current_load,0.0026358822589212564,0.0007437232438470589,0.027271289735673648,364.59274431644883
00041.csv,Voltage_load,0.006819728423615836,0.008086339103705,0.0899240741053529,
00041.csv,Time,0.01528839536292703,0.008092223643743342,0.089956787646866,
00043.csv,Voltage_measured,0.0008434260532484761,6.0832422327204434e-05,0.007799514236617845,0.02548198765233714
00043.csv,Current_measured,0.003048531779586426,0.0007929335483828622,0.02815907577288115,194.35827802054823
00043.csv,Temperature_measured,0.010983160003633115,0.0003167335663075486,0.01779701003841793,0.13248541825554477
00043.csv,Current_load,0.002617533040488923,0.0008015339100143223,0.028311374216281382,405.7812987710606
00043.csv,Voltage_load,0.007779967055003826,0.008140957176857384,0.09022725296082877,
00043.csv,Time,0.01508941009358762,0.00815409325083246,0.09030001800017794,
00045.csv,Voltage_measured,0.0009266211498826858,7.111846160952704e-05,0.008433176246796164,0.030162551345359986
00045.csv,Current_measured,0.003032139983556404,0.0007269611566640773,0.02696221720601029,85.02323320150724
00045.csv,Temperature_measured,0.007764040993590526,0.00018407609267859739,0.013567464489675194,0.09443689883079141
00045.csv,Current_load,0.0026104282847425764,0.0007340415512418045,0.027093201199596267,288.18030142237404
00045.csv,Voltage_load,0.007034059893642266,0.007633404527686347,0.08736935691468918,
00045.csv,Time,0.016046163114607197,0.007830694208366542,0.08849120978021796,
00049.csv,Voltage_measured,0.0011549097315135006,0.00013657176279672654,0.011686392206182648,0.03904351321674199
00049.csv,Current_measured,0.0034994851516574415,0.000926933369705208,0.03044558046260915,224.26770600793867
00049.csv,Temperature_measured,0.008516947735453827,0.00020543577184116313,0.014333030797467894,0.10501270867044062
00049.csv,Current_load,0.0030528047559448333,0.0009412048496202781,0.030679062072043174,303.5487843495447
00049.csv,Voltage_load,0.007498435544430455,0.008130877454082377,0.09017137824211394,
00049.csv,Time,0.014987528160236518,0.008039667253022744,0.0896641915874043,
00051.csv,Voltage_measured,0.00026411116633441215,6.609646007527066e-06,0.0025709231819576145,0.006436825931724737
00051.csv,Current_measured,0.001447398490436717,0.00017591987699541508,0.013263479068306893,145.88744235693716
00051.csv,Temperature_measured,0.0031238203969873165,3.924199328762247e-05,0.006264343005265793,0.04348737809658837
00051.csv,Current_load,0.0012200275862068967,0.0001755383457788347,0.013249088488603082,242.46640551724133
00051.csv,Voltage_load,0.005148693132425427,0.0041459236876314805,0.06438884754079297,
00051.csv,Time,0.010324355838885881,0.004393815623599635,0.06628586292415325,
00053.csv,Voltage_measured,0.0012028726852519695,0.00011601496499575315,0.010771024324350639,0.03886826131160176
00053.csv,Current_measured,0.003757983781283089,0.0010139652173226097,0.03184282049885986,171.489609705396
00053.csv,Temperature_measured,0.008245414778110662,0.00021160054637801872,0.014546496017186362,0.0981119401681148
00053.csv,Current_load,0.0032877811311529848,0.0010294545950292058,0.032085114851426136,463.6862700999856
00053.csv,Voltage_load,0.008193632269498518,0.009374343069248527,0.09682119121994176,
00053.csv,Time,0.014662004926650188,0.008539984624960265,0.09241203722979092,
00055.csv,Voltage_measured,0.0012951009618826048,0.00014021909081189524,0.011841414223474123,0.042641602558839496
00055.csv,Current_measured,0.0038483044376581435,0.0010578149404437602,0.03252406709567179,134.49205980369382
00055.csv,Temperature_measured,0.007128113668204763,0.00015200959352015914,0.01232921706841757,0.0863168772841826
00055.csv,Current_load,0.003456257060503863,0.0010769137404557155,0.03281636391277552,453.1140438517891
00055.csv,Voltage_load,0.008293113859914516,0.008548644413407289,0.09245887958118078,
00055.csv,Time,0.014393397701872679,0.007439110758663335,0.08625027975991345,
00057.csv,Voltage_measured,0.0009420365743171252,9.886151699981523e-05,0.009942912903159478,0.031354460654249586
00057.csv,Current_measured,0.0029725986602171235,0.0007799571820222484,0.027927713512248875,69.91855465119585
00057.csv,Temperature_measured,0.00765129102323613,0.00016670495690866518,0.012911427376888473,0.09360413034888865
00057.csv,Current_load,0.002584601570870683,0.0007954788071731121,0.02820423385190798,212.809934362108
00057.csv,Voltage_load,0.006511906267248704,0.007100319321740574,0.08426339253638304,
00057.csv,Time,0.014947249559435858,0.007106802265904586,0.08430185209059518,
00061.csv,Voltage_measured,0.0012903562924093327,0.0001354197815940865,0.01163700054112255,0.042342822648325264
00061.csv,Current_measured,0.0037870809000915967,0.0010370500416907583,0.03220326135177551,69.10575685844596
00061.csv,Temperature_measured,0.007380480412333239,0.00015759590073529113,0.012553720593325754,0.08857574807968592
00061.csv,Current_load,0.0034400262858442585,0.0010566474806655666,0.032506114511974,366.4999779582194
00061.csv,Voltage_load,0.00805892786105521,0.007843474736103015,0.0885633938831559,
00061.csv,Time,0.01445687850228403,0.007141717784878276,0.08450868467132994,
00063.csv,Voltage_measured,0.0008635530735151689,4.8741113555065836e-05,0.006981483621341945,0.026509954968830244
00063.csv,Current_measured,0.0029777103380224557,0.0006883740207475711,0.026236882832142448,115.32189539276803
00063.csv,Temperature_measured,0.008123040659209548,0.00019448714250321693,0.01394586470977031,0.09694256215421036
00063.csv,Current_load,0.0025630500239711782,0.0006969528476285893,0.026399864538072717,344.3015473580465
00063.csv,Voltage_load,0.006415421741584312,0.006474608613146214,0.0804649527008263,
00063.csv,Time,0.014830660088243682,0.00681757917599815,0.08256863312419645,
00065.csv,Voltage_measured,0.001324672819261066,0.00016744413933359318,0.012940020839766572,0.044697858955620874
00065.csv,Current_measured,0.0039292031613459176,0.001063869263920847,0.032617008813207365,81.76777360617031
00065.csv,Temperature_measured,0.007922203802514937,0.00021850844277042497,0.014782031077305479,0.09619511337194007
00065.csv,Current_load,0.0034857337250829164,0.0010765513254606873,0.032810841584157625,328.0591654057493
00065.csv,Voltage_load,0.008106844077133022,0.007623465614084202,0.08731245967262749,
00065.csv,Time,0.01483488049107665,0.006829010956495216,0.08263783005679189,
00067.csv,Voltage_measured,0.0008035440746069021,5.352641693488944e-05,0.007316175020793956,0.02371210153178454
00067.csv,Current_measured,0.0028925419628015397,0.0007198281207685987,0.02682961275845402,75.30333850157423
00067.csv,Temperature_measured,0.007917504549966252,0.00019330668500942318,0.013903477443050828,0.09956436360189656
00067.csv,Current_load,0.0025250819278760414,0.000730028975969397,0.027019048391262727,376.5717455552114
00067.csv,Voltage_load,0.00621704174093885,0.00612253157883265,0.07824660745893491,
00067.csv,Time,0.013339754159268115,0.00628393037342724,0.07927124556500446,
00069.csv,Voltage_measured,0.001031862517559767,7.873419205402071e-05,0.008873228953093722,0.032207176100581186
00069.csv,Current_measured,0.003354591374725107,0.0008298358732919648,0.028806871980344633,1733.6593951718187
00069.csv,Temperature_measured,0.007867688079781847,0.0001876342120866869,0.013697963793450722,0.09557937809579799
00069.csv,Current_load,0.0029514738516610616,0.0008360853237032787,0.02891514004294772,413.0383405706251
00069.csv,Voltage_load,0.006981576396747963,0.006396864869567375,0.0799804030345395,
00069.csv,Time,0.014590199160442465,0.006546780675108301,0.08091217878112232,
00073.csv,Voltage_measured,0.0008271005926268635,4.2133079630250566e-05,0.006490999894488566,0.025544358786610894
00073.csv,Current_measured,0.002912823439887117,0.0006351115846321688,0.02520142028997907,71.29587999426616
00073.csv,Temperature_measured,0.0077570745532845,0.00018170977379712485,0.013479976772870376,0.09466426422946678
00073.csv,Current_load,0.0025017367967426394,0.0006394875264003661,0.02528809060408409,310.54536403288176
00073.csv,Voltage_load,0.0061515792663086035,0.005498503342347475,0.07415189372057517,
00073.csv,Time,0.013739182366789827,0.00645512111000095,0.08034376833333715,
00075.csv,Voltage_measured,0.0012714551111681,0.00014600461634421187,0.012083236997767274,0.04288579801811534
00075.csv,Current_measured,0.003706293884859472,0.0009348836732832221,0.030575867498457376,59.04709163488741
00075.csv,Temperature_measured,0.007609718921183993,0.00015937043457523969,0.012624200353893299,0.09256799941200618
00075.csv,Current_load,0.0033082299939860595,0.0009506622152219497,0.03083281069286337,342.8911765677418
00075.csv,Voltage_load,0.0075781284323637515,0.006502087667780138,0.08063552360951182,
00075.csv,Time,0.01404015963175989,0.006477658502854643,0.08048390213486573,
00077.csv,Voltage_measured,0.0010204207571877255,9.788549488693926e-05,0.0098937098647039,0.03409523997050148
00077.csv,Current_measured,0.0031513437419977367,0.0007390715456916313,0.027185870331693104,39.31007812739252
00077.csv,Temperature_measured,0.0074257608477740385,0.00019572563161931458,0.0139901976976494,0.08828539187898742
00077.csv,Current_load,0.0027350286983823906,0.0007489415573763287,0.02736679662248267,220.92194686140408
00077.csv,Voltage_load,0.006508358292469089,0.005617457226413381,0.0749496979741305,
00077.csv,Time,0.014420588285754566,0.006113026783895004,0.07818584772127884,
00079.csv,Voltage_measured,0.0011625953560233495,0.00012005214051777399,0.010956830769788041,0.03911447407051508
00079.csv,Current_measured,0.0034044845818914982,0.0008073258527195094,0.02841348012334127,73.51994939694951
00079.csv,Temperature_measured,0.007697099871844528,0.0002028681134133473,0.014243177784937857,0.09604119833395217
00079.csv,Current_load,0.0030296616646061174,0.0008170985994136396,0.028584936582291724,290.05259676831315
00079.csv,Voltage_load,0.0071394955524042274,0.005611392183613976,0.07490922629165232,
00079.csv,Time,0.014201234420013071,0.0058337456842708175,0.07637896100544192,
00081.csv,Voltage_measured,0.0007952248481463168,4.688594592166027e-05,0.006847331299247925,0.023396786413445364
00081.csv,Current_measured,0.0027840187481818868,0.0006292601287325304,0.025085057877799095,48.99139153970409
00081.csv,Temperature_measured,0.007025949445820417,0.00015016181888055692,0.01225405316132409,0.08371376297213692
00081.csv,Current_load,0.0023992127945705773,0.0006388003903641075,0.02527450079356875,344.2254063866241
00081.csv,Voltage_load,0.005783289435177102,0.00494231517366024,0.07030160150138999,
00081.csv,Time,0.01347649967949279,0.005733744794865564,0.07572149493284958,
00085.csv,Voltage_measured,0.0009759790008263336,6.756786482381765e-05,0.008219967446639777,0.030190557918449122
00085.csv,Current_measured,0.003218865057158884,0.0007873435469790348,0.028059642673758958,80.63060678365515
00085.csv,Temperature_measured,0.008211174328421136,0.00017788647988743254,0.013337409039518603,0.09766019083023661
00085.csv,Current_load,0.0028307647976649215,0.0007929918144084199,0.028160110340842415,401.5574341717812
00085.csv,Voltage_load,0.006815969200226892,0.005989344665638291,0.07739085647308919,
00085.csv,Time,0.013569575915198093,0.0065151127697297495,0.0807162484864711,
00089.csv,Voltage_measured,0.00089044709846949,7.127008733274583e-05,0.008442161295115477,0.029265199454120042
00089.csv,Current_measured,0.0029226518496597302,0.000699248936321957,0.02644331553194412,49.635366420597535
00089.csv,Temperature_measured,0.009988865573585996,0.0002918893303107889,0.017084768956903952,0.1182343223478691
00089.csv,Current_load,0.002531748319724504,0.0007068949127191367,0.026587495420199638,223.58572503958644
00089.csv,Voltage_load,0.006182706228254989,0.006000023500911201,0.07745981862172929,
00089.csv,Time,0.013408150219936686,0.007425256883737009,0.0861699302758045,
00091.csv,Voltage_measured,0.0012477564247131221,0.00014037598978536316,0.011848037381159934,0.0423346044664487
00091.csv,Current_measured,0.0036300446384756697,0.0008898232712032216,0.029829905651932956,78.61274910850632
00091.csv,Temperature_measured,0.009655314209961909,0.0002536649646906907,0.015926862989637684,0.11714875272525202
00091.csv,Current_load,0.0031996033756947224,0.0009024496443996851,0.030040799663119573,282.2824456283855
00091.csv,Voltage_load,0.007348944269315448,0.006300809715406213,0.07937763989566717,
00091.csv,Time,0.014088298439694471,0.006739236075938555,0.0820928503338662,
00093.csv,Voltage_measured,0.0008722128825617085,7.762887424412547e-05,0.008810724955650669,0.028719637520311897
00093.csv,Current_measured,0.0027939046706533105,0.0006836357644535799,0.02614642928687548,68.2460940864099
00093.csv,Temperature_measured,0.00919202843782767,0.00025483412923729107,0.015963524962779713,0.10914202888390444
00093.csv,Current_load,0.0024454545454545462,0.0006918543564679049,0.02630312446208444,183.520817876511
00093.csv,Voltage_load,0.006042033235581628,0.005332237373737373,0.073022170426093,
00093.csv,Time,0.013586510263956329,0.006277141943630488,0.07922841626355084,
00095.csv,Voltage_measured,0.0011308499468110527,0.00011402372369583914,0.01067818915808477,0.038189579009675075
00095.csv,Current_measured,0.0033925220162177973,0.0007827181469773195,0.0279771004033177,229.83472601981595
00095.csv,Temperature_measured,0.008540787628314547,0.00023961266746246453,0.015479427233023337,0.10732877649671342
00095.csv,Current_load,0.002971262997780666,0.0007933185770713221,0.028165911614420048,279.5392474083857
00095.csv,Voltage_load,0.006831749495050199,0.0054830252856965375,0.07404745293186347,
00095.csv,Time,0.013917882390355423,0.006142146737848805,0.07837184914144112,
00097.csv,Voltage_measured,0.0008131094892230369,4.04427435020643e-05,0.0063594609442989974,0.025551285857104998
00097.csv,Current_measured,0.002767089757782373,0.0005456558764720379,0.023359278166759305,93.34757150382724
00097.csv,Temperature_measured,0.008670966239042507,0.00020422501136758276,0.014290731659631104,0.10414152483319175
00097.csv,Current_load,0.0023564751559998847,0.0005527093062889498,0.02350977044313597,245.98173778281617
00097.csv,Voltage_load,0.0058340810192967245,0.004380585491604108,0.06618599165687637,
00097.csv,Time,0.01407340654606026,0.005464163397783093,0.07391997969279411,
00101.csv,Voltage_measured,0.001082355843111004,0.00010162049017153018,0.010080698893009858,0.03632274482442701
00101.csv,Current_measured,0.003266551137348056,0.0007330864707054525,0.02707556962845754,70.54702648262453
00101.csv,Temperature_measured,0.008614387141688645,0.00023547262668674424,0.015345117356564734,0.10580412456976983
00101.csv,Current_load,0.002878052248089575,0.0007399430009851556,0.027201893334566907,264.85938620526565
00101.csv,Voltage_load,0.0067043475451153,0.004907498489382762,0.07005354016309784,
00101.csv,Time,0.01298576667691437,0.005470305810827038,0.07396151574181696,
00103.csv,Voltage_measured,0.0008788688748962685,6.942367890343036e-05,0.008332087307717699,0.029123337483360448
00103.csv,Current_measured,0.002809347385087286,0.0005928866027950789,0.02434926287991238,73.50041568892354
00103.csv,Temperature_measured,0.008664001765584062,0.0002451953395804189,0.01565871449322769,0.10117979099052574
00103.csv,Current_load,0.002384975154762337,0.0005996219047941512,0.02448717837551218,183.07708365582133
00103.csv,Voltage_load,0.005687815192145953,0.004241973011782676,0.06513043076613785,
00103.csv,Time,0.013365690438512845,0.005277704862879673,0.07264781388919885,
00105.csv,Voltage_measured,0.0013864385370462619,0.000169837148862653,0.013032158258042027,0.04704121799497756
00105.csv,Current_measured,0.003791451181988967,0.0009559516733449496,0.03091846815974151,54.39362530143676
00105.csv,Temperature_measured,0.00828824943406606,0.00019419736918997138,0.013935471617063105,0.10193874328508869
00105.csv,Current_load,0.003430562550501463,0.0009705377113431373,0.031153454244162673,377.2052254857381
00105.csv,Voltage_load,0.007460714144319843,0.005360891250230855,0.07321810739312273,
00105.csv,Time,0.012478224672557676,0.004746287249920108,0.06889330337500234,
00107.csv,Voltage_measured,0.0013605156223970827,0.00015766822787867748,0.012556600968362317,0.04565600815041404
00107.csv,Current_measured,0.003825019754887648,0.0009510819349909427,0.030839616323666264,64.03595589342783
00107.csv,Temperature_measured,0.00717775197130008,0.00015030457247770178,0.012259876527832643,0.08845610790833011
00107.csv,Current_load,0.0034267126320933375,0.0009642236011324354,0.031051950037516735,400.6381808423283
00107.csv,Voltage_load,0.00753204026937881,0.005242526233929666,0.07240529147741667,
00107.csv,Time,0.012573384338176055,0.004895411725934125,0.06996721893811504,
00109.csv,Voltage_measured,0.001123726935772842,0.00010557705651746438,0.010275069659981113,0.037743201551695145
00109.csv,Current_measured,0.003338011400260476,0.0006851005460073895,0.026174425418858567,60.82875972301489
00109.csv,Temperature_measured,0.008230746384258726,0.00021460421541197116,0.014649375939335135,0.09767605731108187
00109.csv,Current_load,0.002880738043525988,0.0006911719968884017,0.026290150187634944,272.65745610261126
00109.csv,Voltage_load,0.0065439275906778805,0.004182377490591959,0.06467130345517987,
00109.csv,Time,0.01294218574759454,0.004492393036985871,0.06702531638855479,
00113.csv,Voltage_measured,0.0009279517454454655,7.203682895043337e-05,0.00848745126350858,0.031100249870946894
00113.csv,Current_measured,0.002815326220146648,0.00054397820131818,0.023323340269313483,43.096252893015325
00113.csv,Temperature_measured,0.007528680053788454,0.00016441593077309044,0.012822477559859111,0.09107530320639816
00113.csv,Current_load,0.00243741623231573,0.0005519310986355365,0.023493213884769715,187.11538157879417
00113.csv,Voltage_load,0.005573653512037807,0.003576276162115393,0.059801974567027405,
00113.csv,Time,0.013139063220242332,0.004307395135666985,0.06563074840093616,
00115.csv,Voltage_measured,0.0007404791561512644,3.0397522469776024e-05,0.0055133948225912525,0.023084674302527742
00115.csv,Current_measured,0.002418047676098224,0.0004120978124810949,0.020300192424730728,88.74803261214211
00115.csv,Temperature_measured,0.008614679171495512,0.00019780645881046366,0.014064368411360094,0.10955620758880981
00115.csv,Current_load,0.0020748860827201772,0.0004181501305797073,0.020448719533988118,207.43133662249727
00115.csv,Voltage_load,0.004990367628988307,0.0030061854381227987,0.05482869174184989,
00115.csv,Time,0.012290562069371128,0.004066574982610369,0.06376970270128574,
00117.csv,Voltage_measured,0.001346722449028765,0.00014925285191145121,0.01221690844327857,0.0453421973171591
00117.csv,Current_measured,0.0036810251339398086,0.00086669678009779,0.029439714334514016,64.09576445547526
00117.csv,Temperature_measured,0.007138420201198598,0.0001611041963856085,0.012692682789135185,0.0853361537339669
00117.csv,Current_load,0.0033166405323668607,0.0008843890157409341,0.02973867878270543,386.7266759892535
00117.csv,Voltage_load,0.007159541256602205,0.0045596621313757175,0.06752527031693925,
00117.csv,Time,0.012834678690490623,0.0038005065702379705,0.06164824871995936,
00119.csv,Voltage_measured,0.0013871091184815146,0.00016445101274086248,0.012823845473993458,0.04727478156508594
00119.csv,Current_measured,0.0036480143031954256,0.0008759970583566542,0.0295972474793967,91.35306650551043
00119.csv,Temperature_measured,0.0066470037243854295,0.00013813592980051951,0.011753124257001604,0.07968550694650596
00119.csv,Current_load,0.0033348306430545315,0.0008912760090814906,0.029854246081277794,375.6078201948265
00119.csv,Voltage_load,0.007185127031100832,0.004451109607771196,0.06671663666411247,
00119.csv,Time,0.0125075106123669,0.0037201460677261577,0.06099300015351071,
00121.csv,Voltage_measured,0.0009584996808207516,7.280340988530308e-05,0.008532491423101642,0.032135170525921124
00121.csv,Current_measured,0.0028145305988034543,0.0004673714636816723,0.02161877572115665,73.19944500933542
00121.csv,Temperature_measured,0.0058359222135695304,9.849521806408488e-05,0.009924475707264584,0.06959003929044148
00121.csv,Current_load,0.002426427594293553,0.0004761748735782709,0.02182143151991342,217.74369151264327
00121.csv,Voltage_load,0.005383505960523813,0.0027223897669820417,0.05217652505660032,
00121.csv,Time,0.011288880203245533,0.0030809843545732433,0.055506615412698725,
00125.csv,Voltage_measured,0.0006899193833029365,2.469315653609382e-05,0.00496922091842311,0.021665681729995927
00125.csv,Current_measured,0.002291509234546638,0.00034643771263880913,0.018612837307589863,25.622705797274197
00125.csv,Temperature_measured,0.006745762518580092,0.0001525929113794705,0.012352850334213173,0.07906510090830643
00125.csv,Current_load,0.0019129390701923996,0.00035132341267989087,0.018743623253786628,186.2518983399064
00125.csv,Voltage_load,0.004597992522289437,0.0023965388751297457,0.04895445715284509,
00125.csv,Time,0.01230332635471224,0.0035270805550867554,0.0593892292851722,
00127.csv,Voltage_measured,0.0011359591323731202,0.0001128290258604862,0.010622100821423518,0.03884678379560033
